listing_id,neighbourhood,dist_zone,price_eur,occ_days,rev_est,compliance_status,risk_level,risk_reason,regularisable,investor_recommendation,top_citation,top_doc_title,similarity_score
20011858,ΛΥΚΑΒΗΤΤΟΣ,centre_0_1km,50.0,66.0,3300.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
20413667,ΣΤΑΔΙΟ,near_1_3km,46.0,66.0,3036.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
21106510,ΣΤΑΔΙΟ,centre_0_1km,147.0,66.0,9702.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
21131931,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,centre_0_1km,270.0,66.0,17820.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
21132675,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,centre_0_1km,224.0,66.0,14784.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
21133739,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,centre_0_1km,220.0,66.0,14520.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
21195850,ΣΤΑΔΙΟ,centre_0_1km,139.0,66.0,9174.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
21211058,ΠΑΤΗΣΙΑ,mid_3_5km,30.0,66.0,1980.0,UNLICENSED,LOW,Lower enforcement priority. Standard due diligence recommended.,True,LOW PRIORITY. Peripheral unlicensed listing. Standard compliance due diligence recommended before acquisition.,Law 4276/2014 amended · Greek Tax Authority (AADE),AMA violation penalties,0.6615
22159114,ΓΟΥΔΙ,mid_3_5km,40.0,66.0,2640.0,UNLICENSED,LOW,Lower enforcement priority. Standard due diligence recommended.,True,LOW PRIORITY. Peripheral unlicensed listing. Standard compliance due diligence recommended before acquisition.,Law 4276/2014 amended · Greek Tax Authority (AADE),AMA violation penalties,0.6615
22172190,ΠΑΓΚΡΑΤΙ,near_1_3km,51.0,66.0,3366.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
22549921,ΚΟΛΩΝΑΚΙ,near_1_3km,73.0,6.0,438.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
22905744,ΚΟΛΩΝΟΣ,mid_3_5km,56.0,66.0,3696.0,UNLICENSED,LOW,Lower enforcement priority. Standard due diligence recommended.,True,LOW PRIORITY. Peripheral unlicensed listing. Standard compliance due diligence recommended before acquisition.,Law 4276/2014 amended · Greek Tax Authority (AADE),AMA violation penalties,0.6615
23809359,ΠΑΓΚΡΑΤΙ,near_1_3km,57.0,66.0,3762.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
24178839,ΚΕΡΑΜΕΙΚΟΣ,near_1_3km,64.0,66.0,4224.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
24236354,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,near_1_3km,62.0,66.0,4092.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
24597658,ΑΜΠΕΛΟΚΗΠΟΙ,near_1_3km,60.0,66.0,3960.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
24795918,ΚΟΛΩΝΑΚΙ,centre_0_1km,82.0,14.0,1148.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
24818083,ΚΥΨΕΛΗ,near_1_3km,28.0,66.0,1848.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
25358250,ΚΕΡΑΜΕΙΚΟΣ,near_1_3km,80.0,66.0,5280.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
25625786,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,centre_0_1km,150.0,6.0,900.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
25957372,ΑΝΩ ΠΑΤΗΣΙΑ,far_5km_plus,102.0,66.0,6732.0,UNLICENSED,LOW,Peripheral zone. Low enforcement density. Standard due diligence.,True,LOW PRIORITY. Peripheral unlicensed listing. Standard compliance due diligence recommended before acquisition.,ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.6142
26582737,ΚΕΡΑΜΕΙΚΟΣ,near_1_3km,92.0,66.0,6072.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
27058839,ΠΑΤΗΣΙΑ,mid_3_5km,56.0,66.0,3696.0,UNLICENSED,LOW,Lower enforcement priority. Standard due diligence recommended.,True,LOW PRIORITY. Peripheral unlicensed listing. Standard compliance due diligence recommended before acquisition.,Law 4276/2014 amended · Greek Tax Authority (AADE),AMA violation penalties,0.6615
27712150,ΝΙΡΒΑΝΑ,mid_3_5km,35.0,66.0,2310.0,UNLICENSED,LOW,Lower enforcement priority. Standard due diligence recommended.,True,LOW PRIORITY. Peripheral unlicensed listing. Standard compliance due diligence recommended before acquisition.,Law 4276/2014 amended · Greek Tax Authority (AADE),AMA violation penalties,0.6615
28239817,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,near_1_3km,72.0,66.0,4752.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
28992564,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,near_1_3km,73.0,66.0,4818.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
29122586,ΚΕΡΑΜΕΙΚΟΣ,near_1_3km,55.0,6.0,330.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
29729536,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,near_1_3km,225.0,66.0,14850.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
29736302,ΚΟΛΩΝΑΚΙ,centre_0_1km,52.0,66.0,3432.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
30712288,ΝΕΟΣ ΚΟΣΜΟΣ,near_1_3km,124.0,66.0,8184.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
31623019,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,near_1_3km,64.0,66.0,4224.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
32322508,ΓΚΥΖΗ,near_1_3km,50.0,66.0,3300.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
32356399,ΓΟΥΔΙ,near_1_3km,35.0,66.0,2310.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
32512512,ΠΑΓΚΡΑΤΙ,near_1_3km,95.0,66.0,6270.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
34564371,ΚΟΛΩΝΑΚΙ,centre_0_1km,233.0,66.0,15378.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
35159483,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,near_1_3km,33.0,24.0,792.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
35368656,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,near_1_3km,298.0,66.0,19668.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
35797948,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,near_1_3km,80.0,66.0,5280.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
35840673,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,centre_0_1km,120.0,6.0,720.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
36014408,ΠΕΔΙΟ ΑΡΕΩΣ,near_1_3km,27.0,66.0,1782.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
36099607,ΛΥΚΑΒΗΤΤΟΣ,near_1_3km,45.0,66.0,2970.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
36174618,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,near_1_3km,69.0,66.0,4554.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
37705400,ΑΜΠΕΛΟΚΗΠΟΙ,near_1_3km,122.0,66.0,8052.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
38326528,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,mid_3_5km,48.0,66.0,3168.0,UNLICENSED,LOW,Lower enforcement priority. Standard due diligence recommended.,True,LOW PRIORITY. Peripheral unlicensed listing. Standard compliance due diligence recommended before acquisition.,Law 4276/2014 amended · Greek Tax Authority (AADE),AMA violation penalties,0.6615
38411461,ΑΜΠΕΛΟΚΗΠΟΙ,near_1_3km,198.0,66.0,13068.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
38498719,ΑΜΠΕΛΟΚΗΠΟΙ,mid_3_5km,143.0,66.0,9438.0,UNLICENSED,LOW,Lower enforcement priority. Standard due diligence recommended.,True,LOW PRIORITY. Peripheral unlicensed listing. Standard compliance due diligence recommended before acquisition.,Law 4276/2014 amended · Greek Tax Authority (AADE),AMA violation penalties,0.6615
